species	dex	kind	upstream_path	git_blob	size	sha256	local_path
SERVINE	496	icon_shiny	graphics/pokedex/pokeicon/0496s.png	6030086c0059db550f1e0b467e59f221067ba0d4	565	66f0d1ae50980b77462e72848e3f01c3393682d66187342a43c803e4b08755ad	assets/starter_species_67/source/icons/shiny/0496.png
SERPERIOR	497	back	graphics/pokedex/pokeback/0497.png	1bcd037f429c79786ab514c6f0ca3891e095490f	1506	205c0d4c48386019bec9fce4fc3cb58c7c89f2d15b31e6f378624ed573a89fb3	assets/starter_species_67/battle/normal/back/0497.png
SERPERIOR	497	back_shiny	graphics/pokedex/pokebackshiny/0497s.png	e91a395323df172c4f2372707243ad524474993a	1511	2c7a7a9a38034b79496c5139789635c20cebed819547be27af7c7545882dfa6d	assets/starter_species_67/battle/shiny/back/0497.png
SERPERIOR	497	character	graphics/characters/0497.png	285a3f5f38c23133e1f5b5444d67568be875d9b5	3267	161a29d5133d1d013db5a08a4a230f752885767a6c70944ce00c84f3f6cfb8f3	assets/starter_species_67/source/characters/normal/0497.png
SERPERIOR	497	character_shiny	graphics/characters/0497s.png	352dd722196177deff9275a51b26490bf1ce07d4	3272	e7bf1fd00ea7d156f7ce7bea84ad81bcf2cbac1c5370e807af620f31f2b8e458	assets/starter_species_67/source/characters/shiny/0497.png
SERPERIOR	497	cry	audio/se/cries/0497.ogg	fcf7a6bc15f2cbfa9d56329367174d31e6106f7c	13907	47d7a2fef897b44abd3135bd2991e05a7eb8abe740c11797535916d1e0f3dca8	assets/starter_species_67/cries/0497.ogg
SERPERIOR	497	data	Data/Studio/pokemon/serperior.json	9d0b440724108baf47636e75bb445362cedf5127	8266	043c353e41cf45c3f8f9617e2c801aab8b5b2fbf922eb3b82b44d42a1671d86c	assets/starter_species_67/source/pokemon/serperior.json
SERPERIOR	497	front	graphics/pokedex/pokefront/0497.png	36bb1a66fcb23e21adbec667030ae234e15d7449	1578	1a8735bcd3e86c714ca7e566d930cd9f381d9808b08363e0821fc58fac5b26c8	assets/starter_species_67/battle/normal/front/0497.png
SERPERIOR	497	front_shiny	graphics/pokedex/pokefrontshiny/0497s.png	59fe4ea0492e7504492965fef4e3a7f557124b29	1582	f0866766e67143b0f5e26938d3418090c9e26093f3b3e33fdab829b7288fa12a	assets/starter_species_67/battle/shiny/front/0497.png
SERPERIOR	497	icon	graphics/pokedex/pokeicon/0497.png	9716ea08535cb83da308f1a45ddd86c9bf06a3f4	1111	bc473caaa46631525e467e62f64d0ed9fb3149df85c8396575d42bfe8598e72b	assets/starter_species_67/source/icons/normal/0497.png
SERPERIOR	497	icon_shiny	graphics/pokedex/pokeicon/0497s.png	ed50e62b6a0b41e26811658cc9cdb2fdba579bc7	648	35bf84b28dba447ec3647847be5d0608657ff55e4a5b28295c8a8eda660f72d9	assets/starter_species_67/source/icons/shiny/0497.png
TEPIG	498	back	graphics/pokedex/pokeback/0498.png	470ef9b08e8c0838c8d550e221c3fdfdc93f2db3	656	5498a94ae32a02e3db15c624013c54e1be704b9df9280bb824189c6c3e1369a7	assets/starter_species_67/battle/normal/back/0498.png
TEPIG	498	back_shiny	graphics/pokedex/pokebackshiny/0498s.png	1443bd2549075fb6473f5de0acdaf1afbff980fa	660	92ae848777d8c888f634863527f4559ad281675436a24b6a2bf29885d944b001	assets/starter_species_67/battle/shiny/back/0498.png
TEPIG	498	character	graphics/characters/0498.png	2b7ae5500a4ae3e564ee6de8535d927c4a68c58a	1544	0f2ed8088067c74e44eb14b5797b71a970c69a2c68a4091cd2381bbebe19e386	assets/starter_species_67/source/characters/normal/0498.png
TEPIG	498	character_shiny	graphics/characters/0498s.png	8dc08ba27265b5a75ca61379784cb5ba85f0dab9	1552	7b3e06209ff3a7997567aa203b78bcdc92cb986984abef7ba1d63c58f05e50eb	assets/starter_species_67/source/characters/shiny/0498.png
TEPIG	498	cry	audio/se/cries/0498.ogg	b16445f19cbd7348a4fbb989e0ed55a0f2959d97	6962	7fea887b846080542877dd36418c696a87c1e9d814462994b45191ac24263f4e	assets/starter_species_67/cries/0498.ogg
TEPIG	498	data	Data/Studio/pokemon/tepig.json	2a283d8450c35fdeabad56fef38db7e1813ae41e	8239	b9dfcc36de7a32f8aa31189bf095de04dc810676d590cc5bc95f71f71bf599ae	assets/starter_species_67/source/pokemon/tepig.json
TEPIG	498	front	graphics/pokedex/pokefront/0498.png	3a74593a4da90215f1eb89a7688f144c19de8f3d	667	5584fd65d8b283ff07753e65c810274e467c9e4315ede37362b6ba1400d6dce4	assets/starter_species_67/battle/normal/front/0498.png
TEPIG	498	front_shiny	graphics/pokedex/pokefrontshiny/0498s.png	bdc60980f1031307d0ccb8894cb83a0681800739	667	a966d24988afacf8240b5ad29ea3c41b163bd97a8e17155d711ac4adc2fdf670	assets/starter_species_67/battle/shiny/front/0498.png
TEPIG	498	icon	graphics/pokedex/pokeicon/0498.png	f592697099705895a28dcfbc13d78ebc990a4219	706	8513a0a62ef88c225c7b7465dfc7b91b2caae25d7ba29223b350470b31e8c98f	assets/starter_species_67/source/icons/normal/0498.png
TEPIG	498	icon_shiny	graphics/pokedex/pokeicon/0498s.png	5b092b5f5d31d833c67426443b0ac41c06d5d7ac	419	c77e982a3521f687832719531cc1bf1dbd1b7655b6b50085a572b34e97a31ab7	assets/starter_species_67/source/icons/shiny/0498.png
PIGNITE	499	back	graphics/pokedex/pokeback/0499.png	3cb0488877afd0ffa418e14c38e271313a3232d4	1080	79ee1ced99c4e75cbb9c41c038d48526a97064d313b86e1bca35ce83e056ad3c	assets/starter_species_67/battle/normal/back/0499.png
PIGNITE	499	back_shiny	graphics/pokedex/pokebackshiny/0499s.png	b86bf42ceda30e5aa7172521d0e461a98a015b8f	1081	e257b1c216a2817a32ed96212be77c8e5d0618fe62eed23ec82860bf466a54d7	assets/starter_species_67/battle/shiny/back/0499.png
PIGNITE	499	character	graphics/characters/0499.png	13151d60ead87471a6fe9137edec05a8caf07350	2161	a5e332f7c0c07649e0997f757f2ceb2856947c41e27be492a04c8d2d0aa00aa9	assets/starter_species_67/source/characters/normal/0499.png
PIGNITE	499	character_shiny	graphics/characters/0499s.png	f0a3ea4e76263f216907f1eeba90a2b9bdedfc62	2118	8a3c9ec0df7d71c4f75df5fd0553f8cd6df0af09b9e050643344c46c7784dc5c	assets/starter_species_67/source/characters/shiny/0499.png
PIGNITE	499	cry	audio/se/cries/0499.ogg	409cc2314cf9503c4df7d0d7ca30053c19b1420e	12810	464216f927d2e25d6b76e6a177d2913e88ce53f19f76da3f66acfcebd1ba286a	assets/starter_species_67/cries/0499.ogg
PIGNITE	499	data	Data/Studio/pokemon/pignite.json	e1cea3dfe2c2dd4d56353ea3718bf82db3d3e112	8804	cb23d14eb2e547e67c63c5d50aa87486bea0c7409ab760664f2200eb76530b92	assets/starter_species_67/source/pokemon/pignite.json
PIGNITE	499	front	graphics/pokedex/pokefront/0499.png	c43df9411111c9282b8c9340eacb1abdd9a7cb15	1198	fa2557882fcee241b0000bd2469d88709a062291c99d67e0da0e5f67385db50d	assets/starter_species_67/battle/normal/front/0499.png
PIGNITE	499	front_shiny	graphics/pokedex/pokefrontshiny/0499s.png	bdfae1985779d528214c36c486d6e42b874e0784	1195	9e23fcb4746fcdae8b98b83787d6b298655bd6ccf9f92f9ea9b5699600b3b218	assets/starter_species_67/battle/shiny/front/0499.png
PIGNITE	499	icon	graphics/pokedex/pokeicon/0499.png	4e513175375183ee38395a05791fcb55b8469d48	638	7514b6d29f15decc24d0e499cd5632b2b9820f9502b34568fa6830200043518d	assets/starter_species_67/source/icons/normal/0499.png
PIGNITE	499	icon_shiny	graphics/pokedex/pokeicon/0499s.png	e629fed215e40042db49918e487c54145c28ddc5	472	160fc07b4bd3a337d3046a8cc637e39d5cf7e1a2a2b9a6c25f78cd0cb79dac65	assets/starter_species_67/source/icons/shiny/0499.png
EMBOAR	500	back	graphics/pokedex/pokeback/0500.png	03cbd3c29e4f4e6679da032ca3d3a08eb666bd78	1814	45bdbf2d9aeff98b83109fe23bf330a21777ada0d6d241adc638064e4ebf99b0	assets/starter_species_67/battle/normal/back/0500.png
EMBOAR	500	back_shiny	graphics/pokedex/pokebackshiny/0500s.png	a510536cde8497a63c55d927a85708d20700d6d2	1822	5d2fe634cbbd5b1b69443f2cbb85c108b6c904ef1e49f3a28ce5965b43968c25	assets/starter_species_67/battle/shiny/back/0500.png
EMBOAR	500	character	graphics/characters/0500.png	b5d2642e4b39d38a96f9a5acf5d52cf1b15677c1	3104	e8ac4fb2b28f5d18a0ca1a0122d7513270ff73eea856b768014b7a07a863bbec	assets/starter_species_67/source/characters/normal/0500.png
EMBOAR	500	character_shiny	graphics/characters/0500s.png	30ed34aa488bd08ec70c111bfea14e07b897aea1	2969	80627b4d67e093fed2db5f80381d12c5b52a374182d5095b5d4385485684f1f7	assets/starter_species_67/source/characters/shiny/0500.png
EMBOAR	500	cry	audio/se/cries/0500.ogg	ea95dfe8efed7ea5e844dc4b308b475b8db2e06b	13708	bbf97622d558b5399f93464a4dfe7c1e98ee0685754fbaf1bfd6b8a4a6b36d23	assets/starter_species_67/cries/0500.ogg
EMBOAR	500	data	Data/Studio/pokemon/emboar.json	00b4d72223028761c8f7c4e53c28d9cd4c811db2	9436	67cb1988a8c38439cf917298122be995dcf15600f19d7d493f5fdfd0f1539c7a	assets/starter_species_67/source/pokemon/emboar.json
EMBOAR	500	front	graphics/pokedex/pokefront/0500.png	dd2160a33277dd70f61325e866eb22bad6a25ff5	2204	f6290b9ab036b43e24db8e4295f1614325610fe419ea824615984ba5c4a7071e	assets/starter_species_67/battle/normal/front/0500.png
EMBOAR	500	front_shiny	graphics/pokedex/pokefrontshiny/0500s.png	611dff1bdc2061ab9e5a817298d834ffaf8d142d	2217	8f40a455fb6d16e72a8fe80a3c316c0f341519f6aec3bd3a8eecc3444233cf18	assets/starter_species_67/battle/shiny/front/0500.png
EMBOAR	500	icon	graphics/pokedex/pokeicon/0500.png	066941bbb7a427af9d6669f0348cdf124f5487b2	781	08a669a8d740cc1d8600ae8b61337ee332218807d0e0d9e2e1fc99734a7c9339	assets/starter_species_67/source/icons/normal/0500.png
EMBOAR	500	icon_shiny	graphics/pokedex/pokeicon/0500s.png	d6aea1eb14f531df0bea0cd6d00edb43f336143d	588	98838a8a8e8ce0924b8cfed234f3608b5071a2df5d2c703d8353a77897da32d3	assets/starter_species_67/source/icons/shiny/0500.png
OSHAWOTT	501	back	graphics/pokedex/pokeback/0501.png	b2181b0829126492c66fa2d7010782a6f9bdbcaf	524	622f02740db19296f424ce47ba7ebb76279d011ab380751d507994eda657ab3c	assets/starter_species_67/battle/normal/back/0501.png
OSHAWOTT	501	back_shiny	graphics/pokedex/pokebackshiny/0501s.png	b472a182b9c8bbf70861933327189f09041cc9ee	532	3ef467e9ced34a8f3689a033e20251371b0b094933eb63aa50e5176adb71d1e6	assets/starter_species_67/battle/shiny/back/0501.png
OSHAWOTT	501	character	graphics/characters/0501.png	a13153b2b1c21a108915fcdb1438bd6c200ab931	1433	e335a2dc8eb9d56655e57d4b9c1ee8c3ece321039a8ac40b9d12de9b2fdbdb9e	assets/starter_species_67/source/characters/normal/0501.png
OSHAWOTT	501	character_shiny	graphics/characters/0501s.png	ec705a099f8278c88822de1d919e48a7c886d847	1422	e3fa9bb87a1300b63187d446785be95fd672a1906b3e0712dc3c60d2a526d1ac	assets/starter_species_67/source/characters/shiny/0501.png
OSHAWOTT	501	cry	audio/se/cries/0501.ogg	54e331aa6217593620eb292362ed19465ce3ba35	7899	9e2609c93c59e80ac9ba4d9d7691761c10470fe61601dcd4ed3ced05bff714d4	assets/starter_species_67/cries/0501.ogg
OSHAWOTT	501	data	Data/Studio/pokemon/oshawott.json	b3afa6e16ca29a9a9be3bd5958dfabfab4708b36	7861	16232da0b74025759d50479631b5c762ff4b557bb1228759ad82617d728ebd98	assets/starter_species_67/source/pokemon/oshawott.json
OSHAWOTT	501	front	graphics/pokedex/pokefront/0501.png	c7372f7278f6315128fa9314af58acb3a276e720	654	48a5429c23fa4d7a119cbe63d767cabb213e4cd521332acebd418e80e32b2375	assets/starter_species_67/battle/normal/front/0501.png
OSHAWOTT	501	front_shiny	graphics/pokedex/pokefrontshiny/0501s.png	2e554ba37283616a62e7df8310eda72c00410228	666	0eb0b274a6dc239350cb59a4a842636bebc9e26dc606ad4e89a71b7c68d8444c	assets/starter_species_67/battle/shiny/front/0501.png
OSHAWOTT	501	icon	graphics/pokedex/pokeicon/0501.png	086e718a9d54f31ac901881c6380592b5eb5378f	688	7dd816749bc0eb04fedcbc3e46f160e9cf482346a173fa456f6eb6c7e6e74f81	assets/starter_species_67/source/icons/normal/0501.png
OSHAWOTT	501	icon_shiny	graphics/pokedex/pokeicon/0501s.png	f894edb59ab46e9b90a5bbf44fc2ec30e699d0bf	460	e7af09102b62a3828db2e9e5b1d77a306a8764515d93c6449045bf0d475ecb3f	assets/starter_species_67/source/icons/shiny/0501.png
DEWOTT	502	back	graphics/pokedex/pokeback/0502.png	d0e6d86dbf151827a96af6c0b7480a70a804c34a	819	e72f526777f1b36ef501aa8fdd2ed452cca3b4ab1120b8ed9cc84069a124f4fe	assets/starter_species_67/battle/normal/back/0502.png
DEWOTT	502	back_shiny	graphics/pokedex/pokebackshiny/0502s.png	d7a2dd25c63ec651187e892dd4cb68b21cf0d461	819	55e21b961412caec9d7322876b80fcfee6c76c9cd2bc7e5dff6d199949b7ff73	assets/starter_species_67/battle/shiny/back/0502.png
DEWOTT	502	character	graphics/characters/0502.png	a9a942f63b9b0e913072f3d581197f32bc5ae002	1758	14976a6bed4a14a36b3a4d331b3d9ac3dec4a6dfbd6c9a552647ff3875376e09	assets/starter_species_67/source/characters/normal/0502.png
DEWOTT	502	character_shiny	graphics/characters/0502s.png	0b84e420de7f953b6dd89a37359fc7e398878fe1	1708	c348c2bfd6902b8b003b8967dca0c1fd24155fdbaf39fec1e1cd8937828f8e75	assets/starter_species_67/source/characters/shiny/0502.png
DEWOTT	502	cry	audio/se/cries/0502.ogg	79cf70068f01288eb4aa567093df38ca9ec5b1ca	8454	2c5cc0ee347f884f4e0e472a7290adf9111d99f44d97017fd30d8829c5defd25	assets/starter_species_67/cries/0502.ogg
DEWOTT	502	data	Data/Studio/pokemon/dewott.json	3f348385a23f9161275282111963eaf639f28aff	7384	f4c9142299a2f31f6438786708fabc96c08560a55eccdd9a0c2b33898dda8845	assets/starter_species_67/source/pokemon/dewott.json
DEWOTT	502	front	graphics/pokedex/pokefront/0502.png	9c90d939d910f56bbbd5a03ac733f7911b92e488	879	8920145f95b14b38dd08434bf2f8590a1247023ae4c351bcaf364549ae10d36a	assets/starter_species_67/battle/normal/front/0502.png
DEWOTT	502	front_shiny	graphics/pokedex/pokefrontshiny/0502s.png	8659e815056e4b4224f7f9dbd4b6365af351a738	882	42cd42c35c754c7c6092c639fb2fe67dda78ba22f8c0e6dab5c940195be58406	assets/starter_species_67/battle/shiny/front/0502.png
DEWOTT	502	icon	graphics/pokedex/pokeicon/0502.png	d3910d09d76f3d96e838470ed842f267a769e63f	739	0aa891e8c9f97100d00020ae3b09c3ef5212bf7997590cbdbe487591f66625af	assets/starter_species_67/source/icons/normal/0502.png
DEWOTT	502	icon_shiny	graphics/pokedex/pokeicon/0502s.png	02885309335eb0b8faaddb42f907417c4559fe22	508	6a7cd9706a973035beb75ed52f92460af3d4778896f1c8fa2b99dbe009ce3c84	assets/starter_species_67/source/icons/shiny/0502.png
SAMUROTT	503	back	graphics/pokedex/pokeback/0503.png	7b95041928caeb1e03fa405bc5c3fe08db3fb586	1799	fee120d2af11e54cb80fe8244cf5ddc2b4866dd4eda5e3c402d0a6fbcb5db04d	assets/starter_species_67/battle/normal/back/0503.png
SAMUROTT	503	back_shiny	graphics/pokedex/pokebackshiny/0503s.png	3315e7d78c70739c64baa8991b66618121a3eead	1798	8cd698c83b330489c841670b2efb9bb477097a7af97a2b7e35f04aadc9877cb0	assets/starter_species_67/battle/shiny/back/0503.png
SAMUROTT	503	character	graphics/characters/0503.png	4e29c0cf5b99924c267466a73c250407cbaaf724	2969	84879ec28b16a9e471c4aea076602f581103b1caad9f5936093a03fd527677d0	assets/starter_species_67/source/characters/normal/0503.png
SAMUROTT	503	character_shiny	graphics/characters/0503s.png	5401ac589f1bf5050b2f4131086b5bf9e96cade6	2911	cad0336f2b8f7333bf9ce192dabaae67a746490eada64e4484419b54349b0ad7	assets/starter_species_67/source/characters/shiny/0503.png
SAMUROTT	503	cry	audio/se/cries/0503.ogg	b348eded20e85360f0162719bbeb8cfdebe58ff3	20401	a85bbf09202e7fea7ec4a179d6a15c111aae2dcccfd2d07c95ab83132de5092c	assets/starter_species_67/cries/0503.ogg
SAMUROTT	503	data	Data/Studio/pokemon/samurott.json	eff8abd5d627cc2c24e2ced0e65112984488b59f	8419	62ac2ddfe275c83bb767c7318c237c036f92d8f48d65c3747710ac82ddacfce6	assets/starter_species_67/source/pokemon/samurott.json
SAMUROTT	503	front	graphics/pokedex/pokefront/0503.png	2bb245653979d7004bf5c4a35bbafbecbdd1cb4d	1800	83ccba5d088743add27fac8e9c218adabaee20afe2c7ad1c9c32d9059efe098e	assets/starter_species_67/battle/normal/front/0503.png
SAMUROTT	503	front_shiny	graphics/pokedex/pokefrontshiny/0503s.png	2b015b3c8b699039525151c96d31a23687465c83	1781	553ba25d066b4c4dde07cea435d939715c045a5758b24fe6def548eda3eb38d5	assets/starter_species_67/battle/shiny/front/0503.png
SAMUROTT	503	icon	graphics/pokedex/pokeicon/0503.png	6ba64c5c9928be906eb043bf057dda5fa9352fb3	1036	ab52dee0bdb11d473ac03dbaa06ade967ef6ec4b343e0042f919a0c991cd60d9	assets/starter_species_67/source/icons/normal/0503.png
SAMUROTT	503	icon_shiny	graphics/pokedex/pokeicon/0503s.png	38f97a7d0ca5527c7a8bb24f9a395b8c3ef42985	678	ae6d9a859fc6221b49859b77d4e01a5b77f7d3a6cdb7ec38d5f8153605fe0c23	assets/starter_species_67/source/icons/shiny/0503.png
CHESPIN	650	back	graphics/pokedex/pokeback/0650.png	8657dcddce7cd1916e51e06bf5b2a9b78e96c440	713	d093768f0b98970d5bf7d28ec79f18dd3057294ef91f248870215a53859cc4a1	assets/starter_species_67/battle/normal/back/0650.png
CHESPIN	650	back_shiny	graphics/pokedex/pokebackshiny/0650s.png	a3700e820b1000df97bce5c48c6bb7ea88d7aaba	710	9c3e205434817ec38e31feae8a0c5fdf0de9013192605bb1d44e764f470b70d6	assets/starter_species_67/battle/shiny/back/0650.png
CHESPIN	650	character	graphics/characters/0650.png	62da2eb656f46b7374c39189ecb2a3ec29a620b5	1884	7a5f20e84a73b56b81f93e2c52d5398f948c4e47a1078d9228d6b49e42cebc84	assets/starter_species_67/source/characters/normal/0650.png
CHESPIN	650	character_shiny	graphics/characters/0650s.png	43baa7fe01bc0067d462556ec212c35a221be4d8	1880	cd3087cf10ad526c6c8444eb797b2e98668f405a1dba8f3fba0e43e55e45c1e5	assets/starter_species_67/source/characters/shiny/0650.png
CHESPIN	650	cry	audio/se/cries/0650.ogg	720bf4aafd5c924bb79bbead720f0a8ab18aa0b6	9415	f63a557bb747093a0ef844dad9ab93305fe25d9d917bde5b651e4fc1845b795a	assets/starter_species_67/cries/0650.ogg
CHESPIN	650	data	Data/Studio/pokemon/chespin.json	a59c2f8c2c57422f8bfbf30380718c8ca50ea255	9888	783646747fe5be0d0f6f73b8840444098878f284d6c6d9dd75d8e78d9e55415f	assets/starter_species_67/source/pokemon/chespin.json
CHESPIN	650	front	graphics/pokedex/pokefront/0650.png	2152dd453d9a9b71cc8f293795a69d4e8a58fd38	810	240b80c32912dd08f4376cac30778dc76ed5c0d44f2db5ec5adf956bae0722c1	assets/starter_species_67/battle/normal/front/0650.png
CHESPIN	650	front_shiny	graphics/pokedex/pokefrontshiny/0650s.png	d72c81e666497614252c10516de52ea29dcf92d4	808	81f628a5e32f4e52a8d447d84c0438cb45a7594049c1c1d0152d551d38c758c1	assets/starter_species_67/battle/shiny/front/0650.png
CHESPIN	650	icon	graphics/pokedex/pokeicon/0650.png	f7c215f0e36329ac723ec9a6c0dcaaefe76d2544	603	884663e9d3a800a5a2308f797a5c0a0c2c612abbc695e8875f724b9079db56b1	assets/starter_species_67/source/icons/normal/0650.png
CHESPIN	650	icon_shiny	graphics/pokedex/pokeicon/0650s.png	d473ca157b00b095c88d3c3072297913c5630385	433	d8f5b26bfd95b188cddc7cb5dc6709d8f9e59b6b6fe9e98f7ae5224c0bd9372a	assets/starter_species_67/source/icons/shiny/0650.png
QUILLADIN	651	back	graphics/pokedex/pokeback/0651.png	100a1de116de9469a877cde76eb20df3965d7f9c	971	1cedb8f8e160416009a53cb29436c22519cfc8d38af64f9285aceaed7c26c8ed	assets/starter_species_67/battle/normal/back/0651.png
QUILLADIN	651	back_shiny	graphics/pokedex/pokebackshiny/0651s.png	5bfd407671b2c45a6b35173391ebd7d08dec969e	975	07650267bd77e846cb06cfd155df81f6e0797cd3c7edf417163894179770625e	assets/starter_species_67/battle/shiny/back/0651.png
QUILLADIN	651	character	graphics/characters/0651.png	1ce8cb428d4206c2217119537747dfa26ce133c1	2200	0fed73410a4ac3b8b00eecbf5543202c532c258a4b5ed60ef0756eb37445a158	assets/starter_species_67/source/characters/normal/0651.png
QUILLADIN	651	character_shiny	graphics/characters/0651s.png	a77b0949a072d9c98aa21e544e13701793ac89da	2188	fe18107a93bb70d3011bebd42593a9babb3d53f67f8b3805c0a5e7e36eaec243	assets/starter_species_67/source/characters/shiny/0651.png
QUILLADIN	651	cry	audio/se/cries/0651.ogg	30678084aa31c4f55efe86b36d1943aefbec104d	14625	3e3ddbfe792d293c48d02ecd34b012e7828c90ec48ca6407e06b0bcaa270000e	assets/starter_species_67/cries/0651.ogg
QUILLADIN	651	data	Data/Studio/pokemon/quilladin.json	8a6046d6cd5a3480737e9176899456c73bde723e	9367	c0d7aa485d1e50da959b3cc43e8c5bc6b74c53ab59ad61f62ef5b47b7d169cc8	assets/starter_species_67/source/pokemon/quilladin.json
QUILLADIN	651	front	graphics/pokedex/pokefront/0651.png	ffef492303c9d61a3871ef31cca187ef23db2e0f	1173	15e2db80254ce160d48514c2300791c7b87eeb9aa0874037f4e90d94506889c7	assets/starter_species_67/battle/normal/front/0651.png
QUILLADIN	651	front_shiny	graphics/pokedex/pokefrontshiny/0651s.png	a7ba081008343723b3855cc56a03ce0ed8305b3d	1178	d29b4a14beb7649d17b8fd4ec1e0acb9c99403d5a262795365a843889836d8f3	assets/starter_species_67/battle/shiny/front/0651.png
QUILLADIN	651	icon	graphics/pokedex/pokeicon/0651.png	563840438e958ba7e1616b74c0e1583414cbf4f9	649	650e4ebc35529718335160fd900a93b3f72526dc01c48b7b2f59e900c3cc64e5	assets/starter_species_67/source/icons/normal/0651.png
QUILLADIN	651	icon_shiny	graphics/pokedex/pokeicon/0651s.png	7918aed6bbfdc417e758792d2f593378b6a7a17f	466	f3efc9c2239cba0e0ce51096676bbadc8c41fed0e002cfb406a2fe4c76e26e39	assets/starter_species_67/source/icons/shiny/0651.png
CHESNAUGHT	652	back	graphics/pokedex/pokeback/0652.png	d7be4c0beba53f91c109cfdca9f0add497635d3c	1577	68206319047f1401587c6178c3603224333f771276e0818f33f31afc36aeba4b	assets/starter_species_67/battle/normal/back/0652.png
CHESNAUGHT	652	back_shiny	graphics/pokedex/pokebackshiny/0652s.png	021d978156ab7b1392fed9b56de620a92a51ae38	1569	867ca3df5749029a496e7c124a6cf056f7507860883ed97f54c4094c98a9ece7	assets/starter_species_67/battle/shiny/back/0652.png
CHESNAUGHT	652	character	graphics/characters/0652.png	dccf53325e8804b1765e7a1e89b78a6546d81199	3025	440c70edcce7cf469206ed53ba0be4cede44119d7af8d2243061d3486af89306	assets/starter_species_67/source/characters/normal/0652.png
CHESNAUGHT	652	character_shiny	graphics/characters/0652s.png	5ede94acd3b84c6f7dc1851162808c01a2e29d3a	3103	544fd0bd4fb4c980fa910bc34150d809271c3d9704992970a9d5799600b50a23	assets/starter_species_67/source/characters/shiny/0652.png
CHESNAUGHT	652	cry	audio/se/cries/0652.ogg	3f1c5145412f2b7f1643428174e0cb420c379b48	15172	fda37d82681ad5bc5c041d7b1b9c9cd2dc9b44146e289292e5ff42ae6a51853d	assets/starter_species_67/cries/0652.ogg
CHESNAUGHT	652	data	Data/Studio/pokemon/chesnaught.json	8c20c5f47a41557045fbaffe448eb11bf88f97bc	10720	e06a5f10f55d9f3a6733676d1234496725172e892806d71e217209902cd71a93	assets/starter_species_67/source/pokemon/chesnaught.json
CHESNAUGHT	652	front	graphics/pokedex/pokefront/0652.png	c3aa4d41ca4af9bbb5079a79b1589170c33ece40	2088	57587cc045a4697107778dd72ab118de069dd2b23126ceed53a8393b74e2555e	assets/starter_species_67/battle/normal/front/0652.png
CHESNAUGHT	652	front_shiny	graphics/pokedex/pokefrontshiny/0652s.png	c66475b7558ec63fc959153489fec95a8e64b1b0	2084	fe2788361f3181a6b85a87e50d05d2af1973b0257e7345738438aaeae5fdc2f7	assets/starter_species_67/battle/shiny/front/0652.png
CHESNAUGHT	652	icon	graphics/pokedex/pokeicon/0652.png	3b07c546356e31471d95ace79323deb41e7aee5f	967	e40cb3f3f425e04cdad47e2301a539c676a3566cfaa66048daef50975e895a5e	assets/starter_species_67/source/icons/normal/0652.png
CHESNAUGHT	652	icon_shiny	graphics/pokedex/pokeicon/0652s.png	adc7b2e3e60350b86490ad0aca13fa468315cbdf	635	c2c006aff75c8db298c3a0df4ebd0adaaba3c9ed08cbcb1b0bbe7d20eab8486e	assets/starter_species_67/source/icons/shiny/0652.png
FENNEKIN	653	back	graphics/pokedex/pokeback/0653.png	35e2451489049dd8c1cba618f735df9fd671eef5	738	d5e3fe980b2117e7d12093b6bebbc0f44cd88d273fece56769f2f711ccd201b1	assets/starter_species_67/battle/normal/back/0653.png
FENNEKIN	653	back_shiny	graphics/pokedex/pokebackshiny/0653s.png	a4268bfb19dd7b9bbe4f09fb6895e183077c1c98	731	3a6358533966275e8a34135892c2e4939a2e5041b6a3c096a6cfb9ed9476119f	assets/starter_species_67/battle/shiny/back/0653.png
FENNEKIN	653	character	graphics/characters/0653.png	6dc541362a880a3f8ef45c1f216022d98e3272ec	2160	0937d6b69d050cda35db6e41141eecc632f1facd103e443721d8dd94ff36a933	assets/starter_species_67/source/characters/normal/0653.png
FENNEKIN	653	character_shiny	graphics/characters/0653s.png	a37091d9d3fbde8a19b18e5cf1b16069da3a8ccd	2157	f9034f19ebf767939ce2bcf30082fde829f5a7b4fc3b7c0793886bf6955f22fd	assets/starter_species_67/source/characters/shiny/0653.png
FENNEKIN	653	cry	audio/se/cries/0653.ogg	9d51c421bb759b4e079ae27e10553823ad7ef7d0	10205	6a5c394a5c7874e17549826e1882472eb184cedf81e1131d7bc1e47763037490	assets/starter_species_67/cries/0653.ogg
FENNEKIN	653	data	Data/Studio/pokemon/fennekin.json	755e8f9373a6c160bec4357a79b28ac7be3c2e4f	7808	fd05bd68676532f983d2179c8358d2cf638b585e31cb618eb83d412761fbf48d	assets/starter_species_67/source/pokemon/fennekin.json
FENNEKIN	653	front	graphics/pokedex/pokefront/0653.png	e3386492bd1d079b3af39af8896d6456bb50311b	891	61aa33ccd9a63429064b25babe805c68b3cf56723232c2d7351213d32296cf95	assets/starter_species_67/battle/normal/front/0653.png
FENNEKIN	653	front_shiny	graphics/pokedex/pokefrontshiny/0653s.png	cffd4038aada480bec9b0d80248756d24a5534db	874	c436d0572aefa5c4a228bb3805cf238265b6b581d1f1274f04d2e043800bb63e	assets/starter_species_67/battle/shiny/front/0653.png
